tenure,Contract,OnlineSecurity,TechSupport,MonthlyCharges,TotalCharges,SeniorCitizen,PaymentMethod,Probabilidad_Fuga,Nivel_Riesgo,Impacto_Mensual
42,0,2,0,54.55,2455.05,0,1,0.1673848029422,Bajo,54.55
45,0,2,2,70.05,3062.45,1,2,0.167188303127089,Bajo,70.05
9,0,2,2,68.25,576.95,0,0,0.16659594471342246,Bajo,68.25
65,1,0,2,103.9,6767.1,1,0,0.16541281617438647,Bajo,103.9
70,2,2,2,113.65,7714.65,1,2,0.164966300352091,Bajo,113.65
23,0,0,2,54.25,1221.55,0,2,0.16488508211949687,Bajo,54.25
63,1,0,0,99.9,6137.0,0,0,0.1645001661099491,Bajo,99.9
7,0,2,2,34.5,279.25,0,2,0.16443669535295702,Bajo,34.5
35,1,2,2,110.8,3836.3,1,0,0.1643576431609455,Bajo,110.8
67,1,2,0,111.3,7482.1,0,2,0.164238875954235,Bajo,111.3
15,0,2,0,55.7,899.8,0,3,0.1640589557585062,Bajo,55.7
40,1,0,0,85.05,3355.65,0,2,0.16218632176325046,Bajo,85.05
6,0,1,1,19.5,106.8,1,0,0.16144149214979125,Bajo,19.5
47,1,2,0,96.1,4391.45,0,2,0.16089150485146356,Bajo,96.1
62,1,0,0,97.95,5936.55,1,1,0.1605476217459762,Bajo,97.95
42,1,0,2,73.15,3088.25,0,2,0.16027526095945646,Bajo,73.15
11,1,0,0,41.6,470.6,0,2,0.1588064319840718,Bajo,41.6
56,0,0,2,76.85,4275.75,1,0,0.1585975322858522,Bajo,76.85
25,0,2,2,81.75,2028.8,0,0,0.15826193299722993,Bajo,81.75
2,0,1,1,20.25,36.8,0,3,0.15808684428229136,Bajo,20.25
3,0,1,1,23.6,89.05,0,3,0.15791510442328455,Bajo,23.6
1,0,1,1,19.2,19.2,0,3,0.15719114147649405,Bajo,19.2
59,1,0,0,85.55,5084.65,0,2,0.15699956458484998,Bajo,85.55
5,0,1,1,19.65,92.05,0,1,0.15687363520313602,Bajo,19.65
14,1,0,0,44.6,641.25,0,2,0.15611670073617115,Bajo,44.6
13,1,0,0,43.8,592.65,0,2,0.15611670073617115,Bajo,43.8
62,1,0,2,110.75,7053.35,1,0,0.1555853963769689,Bajo,110.75
32,1,2,2,109.55,3608.0,0,0,0.15476177960411414,Bajo,109.55
42,1,2,0,99.0,4298.45,0,2,0.1536949736210173,Bajo,99.0
2,0,1,1,20.35,35.1,0,1,0.15358662489164052,Bajo,20.35
54,1,0,0,55.45,2966.95,1,2,0.15310146067206462,Bajo,55.45
1,0,1,1,18.85,18.85,0,3,0.1523787021888214,Bajo,18.85
57,0,2,0,53.75,3196.0,0,2,0.15213889581158457,Bajo,53.75
24,0,2,0,55.65,1400.55,0,0,0.14993222290346836,Bajo,55.65
45,1,0,0,34.2,1596.6,1,2,0.1498354184917574,Bajo,34.2
46,0,2,0,45.55,2062.15,0,2,0.14925395139867764,Bajo,45.55
48,0,2,0,44.8,2104.55,0,2,0.14925395139867764,Bajo,44.8
48,0,0,2,29.5,1423.05,0,1,0.14859998708450203,Bajo,29.5
29,0,2,0,66.1,1912.15,0,2,0.14755581381888028,Bajo,66.1
25,2,0,2,99.3,2513.5,0,0,0.14650673425021926,Bajo,99.3
63,1,0,0,91.35,5764.7,0,2,0.13973686484279044,Bajo,91.35
6,0,2,2,50.95,307.6,0,1,0.1395809784748634,Bajo,50.95
5,0,1,1,20.05,95.55,0,1,0.13950793006618897,Bajo,20.05
8,0,2,0,29.35,216.45,0,3,0.13795993362577555,Bajo,29.35
42,0,2,0,54.5,2301.15,0,3,0.1376598190406639,Bajo,54.5
4,0,1,1,20.95,85.5,0,0,0.137075205577297,Bajo,20.95
48,1,0,0,65.65,3094.65,0,2,0.1369193786437632,Bajo,65.65
44,1,0,0,88.4,3912.9,1,3,0.13682075442898517,Bajo,88.4
35,0,2,0,59.45,2136.9,0,1,0.1362068635442873,Bajo,59.45
36,0,2,0,51.05,1815.0,0,1,0.1362068635442873,Bajo,51.05
4,0,1,1,19.95,59.25,0,3,0.13509572122239877,Bajo,19.95
4,0,1,1,19.65,67.55,0,3,0.13509572122239877,Bajo,19.65
45,1,2,0,96.75,4442.75,0,0,0.13307873488045255,Bajo,96.75
56,1,0,0,80.9,4557.5,0,2,0.13185382484952293,Bajo,80.9
2,0,1,1,19.25,48.35,0,3,0.1316442481602211,Bajo,19.25
59,2,0,0,95.8,5655.45,0,2,0.13039158293123476,Bajo,95.8
46,1,0,0,91.3,4126.35,1,0,0.13021252600509398,Bajo,91.3
17,0,1,1,21.1,385.55,0,1,0.13017885331496176,Bajo,21.1
31,1,0,0,50.05,1523.4,0,2,0.12951795402199437,Bajo,50.05
56,1,2,0,94.8,5264.3,1,1,0.12868680559954834,Bajo,94.8
47,1,2,0,94.9,4615.25,0,1,0.12859408738755973,Bajo,94.9
35,0,2,2,72.25,2568.55,0,2,0.12787165619083266,Bajo,72.25
44,1,0,2,74.85,3268.05,1,0,0.12738275400649543,Bajo,74.85
28,1,0,0,90.1,2598.95,0,0,0.1273746475852137,Bajo,90.1
44,0,0,2,61.9,2924.05,0,3,0.12736178336546816,Bajo,61.9
29,1,0,0,55.25,1620.2,0,2,0.12689296668013528,Bajo,55.25
5,0,1,1,20.15,117.95,0,3,0.12592121837059142,Bajo,20.15
5,0,1,1,19.95,109.6,0,3,0.12592121837059142,Bajo,19.95
4,0,1,1,19.6,93.45,0,3,0.12592121837059142,Bajo,19.6
48,0,2,0,45.3,2145.0,0,0,0.12552776464051796,Bajo,45.3
61,0,2,2,94.2,5895.45,1,1,0.12473929766891287,Bajo,94.2
55,0,2,0,50.55,2832.75,0,1,0.12446430979244325,Bajo,50.55
64,1,2,2,115.0,7396.15,0,2,0.12435549575942574,Bajo,115.0
15,0,2,2,58.95,955.15,0,2,0.12366621420816785,Bajo,58.95
35,1,0,2,89.7,3165.6,0,2,0.1235250691223081,Bajo,89.7
55,1,2,0,94.75,5276.1,0,2,0.12244766128944179,Bajo,94.75
6,0,1,1,19.5,146.3,0,0,0.12139094615958364,Bajo,19.5
5,0,1,1,20.65,93.55,0,0,0.12138344094808716,Bajo,20.65
39,1,0,0,81.4,3213.75,0,1,0.12112064584535194,Bajo,81.4
25,1,2,0,89.05,2177.45,1,2,0.12097003096933633,Bajo,89.05
10,0,1,1,24.8,223.9,0,1,0.12046594117755303,Bajo,24.8
8,0,1,1,21.05,139.75,0,1,0.12046594117755303,Bajo,21.05
30,0,0,2,51.2,1561.5,0,1,0.11894081105416493,Bajo,51.2
12,0,1,1,20.05,265.45,0,1,0.11826597782750073,Bajo,20.05
9,0,1,1,19.7,180.7,0,1,0.11826597782750073,Bajo,19.7
11,0,1,1,19.7,216.2,0,1,0.11826597782750073,Bajo,19.7
8,0,1,1,19.65,169.75,0,1,0.11826597782750073,Bajo,19.65
8,0,1,1,19.55,161.15,0,0,0.11826597782750073,Bajo,19.55
13,0,1,1,19.45,232.1,0,1,0.11826597782750073,Bajo,19.45
5,0,1,1,20.5,104.3,0,3,0.11768058129502264,Bajo,20.5
31,0,0,2,66.4,2019.8,0,1,0.1162250771526425,Bajo,66.4
14,1,0,0,51.45,727.85,0,1,0.11602804154500888,Bajo,51.45
61,1,2,0,100.7,6018.65,0,1,0.11551426874312129,Bajo,100.7
36,0,0,2,34.85,1267.2,0,0,0.11548363448021214,Bajo,34.85
61,1,0,0,79.8,4914.8,0,2,0.114443386486185,Bajo,79.8
12,1,0,2,60.65,743.3,0,2,0.11266312285120411,Bajo,60.65
72,1,0,0,105.0,7578.05,1,1,0.11258904339368078,Bajo,105.0
44,1,0,0,89.15,3990.75,1,1,0.11180171408571005,Bajo,89.15
62,1,2,2,102.0,6529.25,0,2,0.11172775187111061,Bajo,102.0
29,0,2,0,60.2,1834.15,0,3,0.11127862462271912,Bajo,60.2
40,0,2,0,55.25,2139.2,0,3,0.11127862462271912,Bajo,55.25
30,0,2,0,48.8,1536.75,0,3,0.11127862462271912,Bajo,48.8
68,1,2,0,101.35,7110.75,0,0,0.11093537719947043,Bajo,101.35
26,1,0,0,60.7,1597.4,1,3,0.11087783852189995,Bajo,60.7
11,0,1,1,20.45,237.3,0,1,0.11046300898415301,Bajo,20.45
19,0,1,1,20.0,377.55,0,2,0.11045963939166072,Bajo,20.0
2,0,1,1,20.35,41.85,0,3,0.10972982653710116,Bajo,20.35
2,0,1,1,20.0,38.0,0,3,0.10972982653710116,Bajo,20.0
12,0,2,2,61.65,713.75,0,3,0.10927777346233564,Bajo,61.65
19,0,1,1,24.1,439.2,0,1,0.10824449178077863,Bajo,24.1
6,0,1,1,26.35,184.05,0,3,0.1082176613443208,Bajo,26.35
7,0,1,1,23.5,173.0,0,3,0.1082176613443208,Bajo,23.5
6,0,1,1,20.95,109.5,0,3,0.1082176613443208,Bajo,20.95
27,0,2,0,50.35,1411.35,0,3,0.10772558840226135,Bajo,50.35
66,0,2,0,67.45,4508.65,0,0,0.10737896467533185,Bajo,67.45
67,1,2,0,100.9,6733.15,0,1,0.10695587773912471,Bajo,100.9
57,0,2,2,87.55,4884.85,0,0,0.10683298517038721,Bajo,87.55
13,1,0,0,74.65,966.25,0,3,0.10633966381348951,Bajo,74.65
61,0,2,0,59.8,3641.5,0,2,0.10630132761219105,Bajo,59.8
7,0,1,1,20.35,150.6,0,3,0.10621436553007153,Bajo,20.35
6,0,1,1,20.0,109.2,0,3,0.10621436553007153,Bajo,20.0
6,0,1,1,19.85,119.3,0,3,0.10621436553007153,Bajo,19.85
6,0,1,1,19.7,113.5,0,3,0.10621436553007153,Bajo,19.7
6,0,1,1,19.55,128.6,0,3,0.10621436553007153,Bajo,19.55
10,0,1,1,24.4,253.9,0,3,0.10539113480603661,Bajo,24.4
66,1,0,0,92.15,6056.9,0,0,0.10490896532977989,Bajo,92.15
72,2,2,2,107.4,7748.75,1,0,0.10445420013260551,Bajo,107.4
57,2,2,0,112.95,6465.0,0,0,0.10383557931683077,Bajo,112.95
12,0,1,1,20.1,223.6,0,3,0.10343409405135019,Bajo,20.1
14,0,1,1,19.95,268.4,0,3,0.10343409405135019,Bajo,19.95
15,0,1,1,19.9,320.45,0,3,0.10343409405135019,Bajo,19.9
15,0,1,1,19.8,309.4,0,3,0.10343409405135019,Bajo,19.8
16,0,1,1,19.6,314.45,0,3,0.10343409405135019,Bajo,19.6
8,0,1,1,19.35,152.6,0,3,0.10343409405135019,Bajo,19.35
16,0,1,1,19.35,275.9,0,3,0.10343409405135019,Bajo,19.35
11,0,1,1,19.25,180.3,0,3,0.10343409405135019,Bajo,19.25
55,0,0,2,54.55,2978.3,0,0,0.10304244960942582,Bajo,54.55
2,0,1,1,20.45,42.45,0,3,0.10242463427312028,Bajo,20.45
63,2,2,0,108.5,6991.9,1,1,0.1021950064345306,Bajo,108.5
48,1,0,0,58.95,2789.7,1,0,0.10171105283105267,Bajo,58.95
72,2,2,0,110.75,7751.7,0,2,0.10168606430854493,Bajo,110.75
40,0,1,1,26.2,1077.5,0,2,0.10041350621010162,Bajo,26.2
71,2,0,0,105.15,7555.0,0,0,0.10041121419284858,Bajo,105.15
67,2,2,2,108.75,7156.2,0,1,0.09960932824682303,Bajo,108.75
72,1,0,2,109.15,7789.6,0,1,0.09957583985284725,Bajo,109.15
17,0,1,1,24.8,475.25,0,3,0.09871499139107281,Bajo,24.8
22,0,1,1,20.55,469.85,0,2,0.09860569974603162,Bajo,20.55
3,0,1,1,20.0,49.65,0,0,0.09857319736728867,Bajo,20.0
29,1,2,0,90.1,2656.7,1,0,0.09734017343235432,Bajo,90.1
47,0,1,1,25.4,1139.2,0,2,0.09718833805208416,Bajo,25.4
69,2,0,2,99.35,6856.45,0,2,0.09691288899139239,Bajo,99.35
18,0,1,1,19.0,348.8,0,2,0.09686626201789515,Bajo,19.0
59,1,0,2,80.1,4693.2,0,2,0.09663390659754148,Bajo,80.1
16,1,0,2,79.5,1264.2,0,1,0.09655834669205912,Bajo,79.5
22,0,1,1,24.85,493.4,0,1,0.09653743160755096,Bajo,24.85
34,1,0,0,77.2,2753.8,0,0,0.09584288448847574,Bajo,77.2
2,0,1,1,20.65,38.7,0,3,0.09504670639140542,Bajo,20.65
19,1,0,2,89.35,1686.85,0,0,0.09496574216617036,Bajo,89.35
64,1,0,0,90.25,5629.15,0,1,0.09458355152183165,Bajo,90.25
67,1,2,2,100.25,6689.0,0,0,0.09448363119114236,Bajo,100.25
26,1,0,0,78.95,2034.25,0,0,0.09390965153341178,Bajo,78.95
69,2,0,2,105.4,6998.95,1,1,0.09235222182454028,Bajo,105.4
7,0,1,1,20.65,155.9,0,3,0.09195306770493988,Bajo,20.65
26,0,2,2,45.8,1147.0,0,3,0.09149205657464378,Bajo,45.8
22,1,0,0,69.5,1498.2,0,0,0.09135281341332753,Bajo,69.5
72,2,2,2,110.1,7746.7,1,0,0.09099795185359674,Bajo,110.1
49,0,2,2,59.6,2970.3,0,1,0.09098591102036098,Bajo,59.6
64,0,2,2,86.8,5327.25,0,0,0.090950764643101,Bajo,86.8
25,1,0,2,54.2,1423.15,0,2,0.09062340222451172,Bajo,54.2
70,2,0,2,104.45,7349.35,1,0,0.09005708144901141,Bajo,104.45
34,0,1,1,24.7,780.2,0,2,0.08938887496963001,Bajo,24.7
56,1,2,2,95.65,5471.75,1,2,0.08916040322957666,Bajo,95.65
56,2,0,2,103.2,5744.35,0,0,0.08915278825562296,Bajo,103.2
52,1,0,0,30.1,1623.4,0,3,0.08892668221203756,Bajo,30.1
25,0,2,2,54.3,1296.8,0,2,0.08820694866329296,Bajo,54.3
52,1,2,0,91.25,4738.3,0,2,0.08816879556655688,Bajo,91.25
24,0,2,2,60.45,1440.75,0,0,0.08810599582479489,Bajo,60.45
52,1,0,0,50.95,2610.65,0,0,0.0879599283716754,Bajo,50.95
70,1,0,2,60.35,4138.7,0,2,0.08758239244062867,Bajo,60.35
72,2,0,0,99.4,7285.7,0,2,0.08733908051266097,Bajo,99.4
60,0,2,2,79.05,4663.4,0,1,0.08730328384923076,Bajo,79.05
7,1,2,0,59.1,369.25,0,2,0.08723155618200702,Bajo,59.1
23,1,0,0,55.8,1327.85,0,0,0.08703343080558364,Bajo,55.8
51,1,2,0,93.5,4619.55,0,2,0.08696363299914578,Bajo,93.5
49,2,0,0,49.8,2398.4,1,3,0.08649537447843618,Bajo,49.8
26,1,0,0,75.5,2018.1,0,0,0.08642675591010726,Bajo,75.5
38,1,0,0,70.45,2597.6,0,0,0.08588261757522839,Bajo,70.45
23,1,0,0,64.9,1509.8,0,0,0.08498898676502924,Bajo,64.9
26,1,0,0,39.95,1023.75,0,0,0.08493694538091559,Bajo,39.95
39,0,2,2,48.95,1880.85,0,1,0.08477226458458587,Bajo,48.95
54,0,2,2,69.9,3883.3,0,3,0.08347026652753903,Bajo,69.9
68,2,2,2,110.25,7279.35,0,1,0.08293022499521328,Bajo,110.25
23,1,2,0,81.85,1810.85,0,1,0.08281603145153314,Bajo,81.85
31,0,2,2,65.25,1994.3,0,1,0.0827634039763015,Bajo,65.25
23,1,0,2,73.75,1756.6,0,3,0.08261912791839386,Bajo,73.75
20,0,1,1,20.35,442.6,0,3,0.082571065384332,Bajo,20.35
23,0,1,1,20.3,470.6,0,0,0.08147855059553058,Bajo,20.3
22,0,2,2,57.95,1271.8,0,3,0.08065803880371021,Bajo,57.95
39,1,2,0,59.8,2343.85,0,2,0.08059293536085294,Bajo,59.8
19,0,1,1,20.6,414.95,0,3,0.08014175136505414,Bajo,20.6
46,1,0,2,69.1,3255.35,1,1,0.07969972997977884,Bajo,69.1
60,2,2,2,116.05,6925.9,1,0,0.07943917294190259,Bajo,116.05
67,2,2,2,105.05,7171.7,1,2,0.0789885819020214,Bajo,105.05
33,1,2,0,74.75,2453.3,0,1,0.07876542491596956,Bajo,74.75
26,1,0,0,51.55,1295.4,0,1,0.07848333510093508,Bajo,51.55
54,1,0,0,70.15,3715.65,0,1,0.07824662027753736,Bajo,70.15
60,2,2,2,110.6,6586.85,0,2,0.0776343521600001,Bajo,110.6
37,0,1,1,20.35,697.65,0,0,0.07631138630549542,Bajo,20.35
37,0,1,1,19.5,805.2,0,0,0.07631138630549542,Bajo,19.5
26,1,0,2,82.0,2083.1,0,1,0.0756066220708334,Bajo,82.0
38,1,0,2,62.3,2354.8,0,3,0.07528894775235416,Bajo,62.3
46,1,0,2,90.95,4236.6,0,0,0.07454811140774369,Bajo,90.95
71,2,2,2,108.55,7616.0,0,1,0.07396744398019166,Bajo,108.55
27,0,2,2,53.45,1461.45,0,3,0.07378934446494684,Bajo,53.45
50,1,0,0,75.7,3876.2,0,0,0.07344681469227266,Bajo,75.7
23,0,1,1,19.5,470.2,0,3,0.07289210956812835,Bajo,19.5
17,1,2,0,70.35,1201.65,0,0,0.07169448211836135,Bajo,70.35
45,1,0,2,54.15,2319.8,0,1,0.07142134321808889,Bajo,54.15
63,2,2,2,109.2,7049.75,0,1,0.07070084180063442,Bajo,109.2
46,1,0,2,59.9,2816.65,1,0,0.06969195680410709,Bajo,59.9
34,0,1,1,20.8,635.9,0,3,0.0695716533115399,Bajo,20.8
62,1,2,0,92.3,5731.45,0,0,0.06956485007744134,Bajo,92.3
19,1,0,2,65.35,1231.85,0,0,0.06902055032321787,Bajo,65.35
64,2,2,2,110.3,6997.3,0,0,0.06890293449167655,Bajo,110.3
41,0,1,1,25.25,996.45,0,0,0.06865718520111536,Bajo,25.25
42,1,2,0,60.15,2421.6,0,0,0.06840447250855645,Bajo,60.15
68,1,2,0,85.5,5696.6,0,0,0.06826397253490246,Bajo,85.5
34,0,1,1,20.35,673.2,0,3,0.06822902725869899,Bajo,20.35
34,0,1,1,19.7,675.6,0,3,0.06822902725869899,Bajo,19.7
35,1,2,2,89.2,3251.3,0,2,0.06812631256378422,Bajo,89.2
64,2,0,2,105.4,6794.75,0,0,0.06776087245179666,Bajo,105.4
59,1,2,0,82.95,4903.15,1,1,0.06727331339422664,Bajo,82.95
43,1,2,0,80.2,3581.6,0,2,0.06700977101082857,Bajo,80.2
71,2,0,2,111.25,7984.15,0,2,0.06653296437784327,Bajo,111.25
61,2,0,2,94.1,5638.3,0,2,0.06636020244660908,Bajo,94.1
13,1,1,1,24.5,343.6,0,0,0.06592628721080425,Bajo,24.5
64,1,0,0,53.85,3399.85,0,0,0.06577427029174979,Bajo,53.85
39,1,2,0,47.85,1886.4,0,2,0.06576048597820845,Bajo,47.85
48,1,0,2,73.85,3581.4,0,0,0.06572477690332888,Bajo,73.85
55,2,0,0,77.8,4323.35,0,0,0.06501051303369364,Bajo,77.8
39,2,0,2,80.45,3201.55,0,2,0.064467778042432,Bajo,80.45
29,0,2,2,45.0,1242.45,0,3,0.06390373499671347,Bajo,45.0
64,2,2,2,115.1,7334.05,0,0,0.06389966593889763,Bajo,115.1
71,2,0,0,95.75,6849.4,0,1,0.0636490863578201,Bajo,95.75
51,1,2,2,95.15,5000.05,0,3,0.06356696935648111,Bajo,95.15
49,1,0,2,56.3,2780.6,0,1,0.06331840772520801,Bajo,56.3
49,2,0,0,49.65,2409.9,0,1,0.06318419584118534,Bajo,49.65
26,1,2,2,90.1,2312.55,0,1,0.06308052760004336,Bajo,90.1
21,1,2,0,64.85,1336.8,0,3,0.06169033146836525,Bajo,64.85
37,1,2,0,79.25,2911.8,0,3,0.061359807095213985,Bajo,79.25
34,1,2,0,30.4,938.65,0,0,0.061217134820198985,Bajo,30.4
41,1,2,0,35.4,1412.4,0,1,0.05906707464220413,Bajo,35.4
34,0,1,1,20.65,716.4,0,3,0.05873283312760603,Bajo,20.65
2,1,1,1,19.3,28.3,0,1,0.05854998961273548,Bajo,19.3
41,1,0,2,66.5,2728.6,0,0,0.05852176032101164,Bajo,66.5
59,1,0,2,76.75,4541.9,0,1,0.05834517108899079,Bajo,76.75
66,1,0,2,29.45,1983.15,0,1,0.058315107058232646,Bajo,29.45
46,1,2,0,30.75,1489.3,0,0,0.05789593828571743,Bajo,30.75
35,1,2,0,53.15,1930.9,0,1,0.05750641838770671,Bajo,53.15
18,1,1,1,19.8,342.3,0,0,0.05730589252412066,Bajo,19.8
3,1,1,1,19.45,69.25,0,3,0.056655354576480334,Bajo,19.45
69,1,0,2,60.8,4263.4,0,1,0.056550401379717556,Bajo,60.8
36,1,2,0,63.7,2188.5,0,1,0.05610407272434543,Bajo,63.7
68,1,2,0,54.45,3674.95,0,1,0.056000938157059976,Bajo,54.45
35,1,2,2,85.95,3110.1,0,1,0.05586694678703101,Bajo,85.95
56,1,0,2,75.75,4284.65,0,0,0.05525415084434982,Bajo,75.75
70,1,0,2,58.4,4113.15,0,0,0.054891253505374674,Bajo,58.4
66,2,0,0,80.55,5265.1,1,0,0.05430600150871838,Bajo,80.55
72,2,2,2,108.3,7679.65,0,0,0.054270297476962506,Bajo,108.3
51,1,0,2,78.65,3950.85,0,1,0.054053027821494515,Bajo,78.65
67,2,2,2,116.1,7839.85,1,1,0.05401002448125397,Bajo,116.1
15,1,2,2,45.9,693.45,0,3,0.053968909865714954,Bajo,45.9
41,1,0,2,50.05,2029.05,0,0,0.05387791549178091,Bajo,50.05
50,1,2,2,82.5,4179.1,0,1,0.05366284010328299,Bajo,82.5
51,1,2,2,81.15,4126.2,0,1,0.05366284010328299,Bajo,81.15
34,1,2,2,79.95,2727.3,0,0,0.05362400408929285,Bajo,79.95
10,1,1,1,19.95,219.5,0,0,0.05308321186585069,Bajo,19.95
72,2,0,0,84.5,6130.85,0,1,0.053003755777204634,Bajo,84.5
59,1,2,0,66.4,3958.2,0,1,0.05280154414636351,Bajo,66.4
63,1,2,0,81.15,5224.5,0,1,0.052683183553605885,Bajo,81.15
67,2,0,2,94.1,6302.8,0,1,0.052590067168088984,Bajo,94.1
4,1,1,1,19.7,117.8,0,3,0.05248457133000318,Bajo,19.7
64,2,2,0,94.6,5948.7,0,1,0.05239477846608905,Bajo,94.6
15,1,1,1,19.65,332.65,0,3,0.051999369090832026,Bajo,19.65
14,1,1,1,19.35,324.8,0,3,0.051999369090832026,Bajo,19.35
64,1,0,2,70.15,4480.7,0,3,0.051950539835430604,Bajo,70.15
58,1,2,2,89.85,5125.75,1,0,0.05160097335422076,Bajo,89.85
2,1,1,1,19.85,35.9,0,3,0.05154163720681886,Bajo,19.85
64,1,2,0,73.05,4688.65,0,1,0.0514201212746354,Bajo,73.05
17,1,1,1,20.5,365.8,0,3,0.05074838450552026,Bajo,20.5
61,1,2,0,49.7,2961.4,0,0,0.05039643624063163,Bajo,49.7
41,1,2,0,70.2,2894.55,0,3,0.05022929227659976,Bajo,70.2
44,1,2,0,61.5,2722.2,0,3,0.05022929227659976,Bajo,61.5
65,1,2,2,93.55,6069.25,0,2,0.050176648331152984,Bajo,93.55
57,1,2,0,70.1,3913.3,0,0,0.04998862422735299,Bajo,70.1
56,1,2,0,65.2,3512.15,0,0,0.04998862422735299,Bajo,65.2
68,2,2,2,113.15,7856.0,0,2,0.04978683312448514,Bajo,113.15
50,2,0,0,70.35,3533.6,0,1,0.049713965137248725,Bajo,70.35
47,1,2,2,40.3,1794.8,0,2,0.049160071288252206,Bajo,40.3
37,1,2,2,40.2,1525.35,0,2,0.049160071288252206,Bajo,40.2
44,1,2,2,65.4,2774.55,0,2,0.049124439672293574,Bajo,65.4
55,2,0,0,69.05,3842.6,0,1,0.04883378913220196,Bajo,69.05
22,1,2,2,67.5,1544.05,0,0,0.0482637098937843,Bajo,67.5
66,2,0,0,63.3,4189.7,0,0,0.04783684977776772,Bajo,63.3
62,1,2,0,54.75,3425.35,0,1,0.04753686036952999,Bajo,54.75
68,2,2,2,114.9,7843.55,0,0,0.04746232827292026,Bajo,114.9
68,2,2,2,114.7,7849.85,0,0,0.04746232827292026,Bajo,114.7
56,1,2,2,68.45,4014.0,1,1,0.04698983704708686,Bajo,68.45
71,2,2,0,77.55,5574.35,0,1,0.046846551851763035,Bajo,77.55
64,1,2,0,66.15,4392.5,0,1,0.04636567128792847,Bajo,66.15
34,1,2,0,55.0,1885.15,0,3,0.04621117668121291,Bajo,55.0
11,1,1,1,20.55,184.95,0,3,0.04615015696752808,Bajo,20.55
10,1,1,1,20.45,242.4,0,3,0.04615015696752808,Bajo,20.45
9,1,1,1,20.1,190.25,0,3,0.04599951357148328,Bajo,20.1
10,1,1,1,20.1,184.4,0,3,0.04599951357148328,Bajo,20.1
7,1,1,1,19.9,173.15,0,3,0.04599951357148328,Bajo,19.9
6,1,1,1,19.7,94.45,0,3,0.04599951357148328,Bajo,19.7
12,1,1,1,19.7,260.9,0,3,0.04599951357148328,Bajo,19.7
15,1,1,1,19.65,270.6,0,3,0.04599951357148328,Bajo,19.65
17,1,1,1,19.55,280.85,0,3,0.04599951357148328,Bajo,19.55
6,1,1,1,19.45,113.5,0,3,0.04599951357148328,Bajo,19.45
48,1,2,2,60.35,2896.4,0,1,0.04587605440321643,Bajo,60.35
72,2,2,2,118.75,8672.45,0,0,0.04568657793489384,Bajo,118.75
62,1,2,0,56.15,3487.95,0,0,0.04499108629580486,Bajo,56.15
50,1,1,1,25.2,1306.3,1,2,0.04475989751462527,Bajo,25.2
72,2,0,0,73.45,5329.0,1,1,0.04459160459673739,Bajo,73.45
63,1,2,2,36.1,2298.9,1,0,0.04448148684387551,Bajo,36.1
30,1,2,2,70.4,2044.75,0,2,0.04407444623642413,Bajo,70.4
43,1,2,2,84.25,3539.25,0,0,0.04399389728240722,Bajo,84.25
47,1,2,2,39.65,1798.65,0,1,0.04378257990140725,Bajo,39.65
64,1,2,2,81.25,5567.55,0,2,0.04376914345938123,Bajo,81.25
58,1,2,2,68.4,3972.25,0,2,0.04339146848850976,Bajo,68.4
46,1,2,2,70.6,3231.05,0,3,0.04317964719067954,Bajo,70.6
22,1,1,1,20.3,467.15,0,1,0.042813466145296374,Bajo,20.3
52,1,2,0,75.4,3865.45,0,3,0.0427148529338478,Bajo,75.4
11,1,1,1,20.6,233.9,0,3,0.042633295017390646,Bajo,20.6
26,1,2,2,75.0,1908.35,0,0,0.04262214205251926,Bajo,75.0
25,0,1,1,19.15,477.6,0,3,0.04239807469935819,Bajo,19.15
25,1,1,1,19.9,505.45,0,2,0.04225600446313324,Bajo,19.9
64,2,2,0,99.0,6375.8,0,0,0.042192552113079616,Bajo,99.0
61,2,0,0,80.9,4932.5,0,0,0.042001159457038514,Bajo,80.9
23,1,2,2,68.75,1689.45,0,0,0.04178329821750975,Bajo,68.75
48,2,2,0,70.1,3238.4,0,1,0.0414862589551173,Bajo,70.1
39,1,2,2,41.15,1700.9,0,0,0.041429116106479515,Bajo,41.15
29,1,2,2,58.0,1734.5,0,1,0.041145545306914166,Bajo,58.0
67,1,2,2,69.35,4653.25,0,1,0.04089104394722652,Bajo,69.35
67,2,2,0,36.15,2434.45,0,0,0.04076155160016418,Bajo,36.15
54,2,0,2,46.0,2424.05,0,1,0.04071937914648601,Bajo,46.0
72,2,2,2,107.45,7576.7,0,3,0.04065782192878579,Bajo,107.45
14,2,2,2,39.7,692.35,1,3,0.04062100926245235,Bajo,39.7
24,1,1,1,21.05,531.55,0,0,0.04027501417610394,Bajo,21.05
50,1,2,2,70.8,3478.15,0,1,0.04021995307655958,Bajo,70.8
53,1,2,2,62.85,3419.5,0,1,0.04021995307655958,Bajo,62.85
27,0,1,1,19.15,537.35,0,3,0.03960243905332151,Bajo,19.15
45,1,1,1,20.4,930.45,0,2,0.03959949601883137,Bajo,20.4
29,1,1,1,20.0,540.05,0,2,0.03946935050420935,Bajo,20.0
39,1,2,2,45.05,1790.6,0,0,0.03892806046859902,Bajo,45.05
33,1,1,1,24.15,800.3,0,1,0.03871573233375596,Bajo,24.15
60,2,2,2,97.2,5611.75,0,2,0.038573077734197145,Bajo,97.2
